price,quantity,timestamp,buy_or_sell,limit_or_market,
573.41000,0.02800000,1527833115.0658,b,l,
573.41000,0.02857284,1527833115.0697,b,l,
573.42000,1.19578755,1527833115.0732,b,l,
573.34000,0.06300000,1527833216.7527,b,l,
573.35000,0.03000000,1527833216.7649,b,l,
573.41000,0.02174800,1527833216.7688,b,l,
573.53000,0.02100000,1527833216.7719,b,l,
573.56000,0.02300000,1527833216.7748,b,l,
573.59000,0.02500000,1527833216.7779,b,l,
573.60000,0.02100000,1527833216.7808,b,l,
573.61000,0.02100000,1527833216.784,b,l,
574.01000,0.02100000,1527833297.9638,b,m,
574.01000,0.10900000,1527833297.9843,b,m,
574.00000,0.11000000,1527833325.625,s,l,
574.00000,0.66425200,1527833370.8392,s,l,
573.59000,1.00000000,1527833542.3149,b,l,
573.50000,1.00000000,1527833586.3128,s,m,
573.52000,1.05413712,1527833638.5365,b,l,
573.52000,0.04830000,1527833697.4884,b,m,
573.52000,0.05420000,1527833697.5039,b,m,
573.52000,0.54230000,1527833704.9719,b,l,
